image_id,algorithm,k,run,fitness_value,runtime_s,n_evals,thresholds,PSNR,SSIM,FSIM,Dice,IoU,Sensitivity,Specificity
BraTS20_Training_015_z81,MPA,6,9,21.811084890422265,1.4051208899982157,10050,"1,58,105,139,175,211",31.373050415009732,0.9921496174745236,0.9424665273530834,0.6243667068757539,0.45387583304103823,0.4633011099176513,0.999996050447229
BraTS20_Training_015_z81,QIGOA,6,0,21.811084890422265,1.8450326979982492,11189,"1,58,105,139,175,211",31.373050415009732,0.9921496174745236,0.9424665273530834,0.6243667068757539,0.45387583304103823,0.4633011099176513,0.999996050447229
BraTS20_Training_015_z81,QIGOA,6,1,21.811758953153454,1.8714989250001963,11189,"1,58,95,124,165,209",32.26180441393604,0.9936216898241904,0.9527482519158504,0.6435196195005946,0.4744039270687237,0.48442534908700324,0.9999959823514916
BraTS20_Training_015_z81,QIGOA,6,2,21.819342913429256,1.832653264998953,11128,"1,58,95,124,164,204",32.21111336062058,0.9935392435444438,0.9528953377455416,0.6818495514147688,0.5172774869109947,0.5306122448979592,0.9999950971069049
BraTS20_Training_015_z81,QIGOA,6,3,21.811084890422265,1.89378289600063,11379,"1,58,105,139,175,211",31.373050415009732,0.9921496174745236,0.9424665273530834,0.6243667068757539,0.45387583304103823,0.4633011099176513,0.999996050447229
BraTS20_Training_015_z81,QIGOA,6,4,21.819342913429256,1.868998999998439,11389,"1,58,95,124,164,204",32.21111336062058,0.9935392435444438,0.9528953377455416,0.6818495514147688,0.5172774869109947,0.5306122448979592,0.9999950971069049
BraTS20_Training_015_z81,QIGOA,6,5,21.811084890422265,1.8701513909982168,11239,"1,58,105,139,175,211",31.373050415009732,0.9921496174745236,0.9424665273530834,0.6243667068757539,0.45387583304103823,0.4633011099176513,0.999996050447229
BraTS20_Training_015_z81,QIGOA,6,6,21.811084890422265,1.876806985001167,11339,"1,58,105,139,175,211",31.373050415009732,0.9921496174745236,0.9424665273530834,0.6243667068757539,0.45387583304103823,0.4633011099176513,0.999996050447229
BraTS20_Training_015_z81,QIGOA,6,7,21.811758953153454,1.828997339001944,11089,"1,58,95,124,165,209",32.26180441393604,0.9936216898241904,0.9527482519158504,0.6435196195005946,0.4744039270687237,0.48442534908700324,0.9999959823514916
BraTS20_Training_015_z81,QIGOA,6,8,21.811084890422265,1.890558052000415,11129,"1,58,105,139,175,211",31.373050415009732,0.9921496174745236,0.9424665273530834,0.6243667068757539,0.45387583304103823,0.4633011099176513,0.999996050447229
BraTS20_Training_015_z81,QIGOA,6,9,21.811084890422265,1.9107529149987386,11279,"1,58,105,139,175,211",31.373050415009732,0.9921496174745236,0.9424665273530834,0.6243667068757539,0.45387583304103823,0.4633011099176513,0.999996050447229
BraTS20_Training_015_z81,GA,8,0,26.956291482392828,2.248200325997459,10050,"1,29,58,89,117,149,182,216",34.583624903177224,0.9962800520703026,0.9673929591952101,0.574937343358396,0.4034470629616602,0.41066953097028286,0.9999965952131284
BraTS20_Training_015_z81,GA,8,1,26.96822069705401,2.284606500001246,10050,"1,29,58,95,124,154,186,216",33.97664997602347,0.9957028050419424,0.9604772575655873,0.574937343358396,0.4034470629616602,0.41066953097028286,0.9999965952131284
BraTS20_Training_015_z81,GA,8,2,26.96822069705401,2.2171808179991785,10050,"1,29,58,95,124,154,186,216",33.97664997602347,0.9957028050419424,0.9604772575655873,0.574937343358396,0.4034470629616602,0.41066953097028286,0.9999965952131284
